Frequency, Amplitude
40707,17578  0,00002
40708,51953  0,00001
40709,86719  0,00002
40711,21094  0,00000
40712,55859  0,00004
40713,90234  0,00004
40715,25000  0,00007
40716,59375  0,00005
40717,94141  0,00004
40719,28906  0,00001
40720,63281  0,00002
40721,98047  0,00006
40723,32422  0,00001
40724,67188  0,00004
40726,01562  0,00000
40727,36328  0,00004
40728,70703  0,00000
40730,05469  0,00001
40731,39844  0,00001
40732,74609  0,00004
40734,08984  0,00001
40735,43750  0,00000
40736,78125  0,00000
40738,12891  0,00002
40739,47266  0,00000
40740,82031  0,00002
40742,16797  0,00001
40743,51172  0,00000
40744,85938  0,00001
40746,20312  0,00003
40747,55078  0,00001
40748,89453  0,00001
40750,24219  0,00001
40751,58594  0,00002
40752,93359  0,00002
40754,27734  0,00002
40755,62500  0,00003
40756,96875  0,00001
40758,31641  0,00003
40759,66016  0,00003
40761,00781  0,00002
40762,35156  0,00000
40763,69922  0,00001
40765,04688  0,00006
40766,39062  0,00001
40767,73828  0,00000
40769,08203  0,00002
40770,42969  0,00002
40771,77344  0,00006
40773,12109  0,00005
40774,46484  0,00003
40775,81250  0,00002
40777,15625  0,00000
40778,50391  0,00005
40779,84766  0,00000
40781,19531  0,00002
40782,53906  0,00001
40783,88672  0,00001
40785,23438  0,00002
40786,57812  0,00006
40787,92578  0,00002
40789,26953  0,00003
40790,61719  0,00002
40791,96094  0,00002
40793,30859  0,00000
40794,65234  0,00004
40796,00000  0,00001
40797,34375  0,00003
40798,69141  0,00001
40800,03516  0,00002
40801,38281  0,00001
40802,72656  0,00001
40804,07422  0,00001
40805,42188  0,00004
40806,76562  0,00002
40808,11328  0,00002
40809,45703  0,00001
40810,80469  0,00004
40812,14844  0,00000
40813,49609  0,00001
40814,83984  0,00000
40816,18750  0,00000
40817,53125  0,00000
40818,87891  0,00003
40820,22266  0,00000
40821,57031  0,00001
40822,91406  0,00000
40824,26172  0,00004
40825,60547  0,00001
40826,95312  0,00002
40828,30078  0,00002
40829,64453  0,00003
40830,99219  0,00005
40832,33594  0,00005
40833,68359  0,00005
40835,02734  0,00003
40836,37500  0,00002
40837,71875  0,00005
40839,06641  0,00001
40840,41016  0,00000
40841,75781  0,00000
40843,10156  0,00004
40844,44922  0,00000
40845,79297  0,00000
40847,14062  0,00000
40848,48438  0,00001
40849,83203  0,00001
40851,17969  0,00004
40852,52344  0,00001
40853,87109  0,00003
40855,21484  0,00001
40856,56250  0,00005
40857,90625  0,00001
40859,25391  0,00001
40860,59766  0,00001
40861,94531  0,00002
40863,28906  0,00000
40864,63672  0,00003
40865,98047  0,00001
40867,32812  0,00004
40868,67188  0,00000
40870,01953  0,00002
40871,36719  0,00001
40872,71094  0,00004
40874,05859  0,00002
40875,40234  0,00005
40876,75000  0,00002
40878,09375  0,00002
40879,44141  0,00001
40880,78516  0,00003
40882,13281  0,00001
40883,47656  0,00004
40884,82422  0,00001
40886,16797  0,00001
40887,51562  0,00001
40888,85938  0,00003
40890,20703  0,00004
40891,55469  0,00004
40892,89844  0,00004
40894,24609  0,00001
40895,58984  0,00002
40896,93750  0,00006
40898,28125  0,00001
40899,62891  0,00001
40900,97266  0,00002
40902,32031  0,00004
40903,66406  0,00003
40905,01172  0,00001
40906,35547  0,00003
40907,70312  0,00002
40909,04688  0,00002
40910,39453  0,00002
40911,73828  0,00001
40913,08594  0,00001
40914,43359  0,00001
40915,77734  0,00003
40917,12500  0,00001
40918,46875  0,00000
40919,81641  0,00001
40921,16016  0,00002
40922,50781  0,00000
40923,85156  0,00002
40925,19922  0,00001
40926,54297  0,00000
40927,89062  0,00001
40929,23438  0,00004
40930,58203  0,00001
40931,92578  0,00000
40933,27344  0,00000
40934,61719  0,00002
40935,96484  0,00002
40937,31250  0,00005
40938,65625  0,00003
40940,00391  0,00003
40941,34766  0,00003
40942,69531  0,00002
40944,03906  0,00003
40945,38672  0,00006
40946,73047  0,00004
40948,07812  0,00006
40949,42188  0,00006
40950,76953  0,00002
40952,11328  0,00005
40953,46094  0,00000
40954,80469  0,00003
40956,15234  0,00008
40957,50000  0,00001
40958,84375  0,00004
40960,19141  0,00001
40961,53516  0,00003
40962,88281  0,00000
40964,22656  0,00003
40965,57422  0,00001
40966,91797  0,00001
40968,26562  0,00002
40969,60938  0,00000
40970,95703  0,00002
40972,30078  0,00002
40973,64844  0,00001
40974,99219  0,00002
40976,33984  0,00000
40977,68750  0,00001
40979,03125  0,00001
40980,37891  0,00002
40981,72266  0,00002
40983,07031  0,00001
40984,41406  0,00001
40985,76172  0,00002
40987,10547  0,00001
40988,45312  0,00000
40989,79688  0,00001
40991,14453  0,00005
40992,48828  0,00001
40993,83594  0,00003
40995,17969  0,00002
40996,52734  0,00003
40997,87109  0,00002
40999,21875  0,00002
41000,56641  0,00001
41001,91016  0,00002
41003,25781  0,00002
41004,60156  0,00006
41005,94922  0,00003
41007,29297  0,00005
41008,64062  0,00006
41009,98438  0,00000
41011,33203  0,00004
41012,67578  0,00003
41014,02344  0,00001
41015,36719  0,00002
41016,71484  0,00001
41018,05859  0,00007
41019,40625  0,00001
41020,75000  0,00000
41022,09766  0,00002
41023,44531  0,00001
41024,78906  0,00002
41026,13672  0,00001
41027,48047  0,00002
41028,82812  0,00004
41030,17188  0,00001
41031,51953  0,00004
41032,86328  0,00001
41034,21094  0,00002
41035,55469  0,00001
41036,90234  0,00002
41038,24609  0,00001
41039,59375  0,00004
41040,93750  0,00000
41042,28516  0,00002
41043,63281  0,00000
41044,97656  0,00006
41046,32422  0,00000
41047,66797  0,00005
41049,01562  0,00001
41050,35938  0,00001
41051,70703  0,00002
41053,05078  0,00004
41054,39844  0,00002
41055,74219  0,00000
41057,08984  0,00001
41058,43359  0,00001
41059,78125  0,00000
41061,12500  0,00003
41062,47266  0,00001
41063,82031  0,00005
41065,16406  0,00002
41066,51172  0,00004
41067,85547  0,00005
41069,20312  0,00001
41070,54688  0,00004
41071,89453  0,00004
41073,23828  0,00002
41074,58594  0,00001
41075,92969  0,00002
41077,27734  0,00007
41078,62109  0,00003
41079,96875  0,00001
41081,31250  0,00003
41082,66016  0,00003
41084,00391  0,00001
41085,35156  0,00004
41086,69922  0,00000
41088,04297  0,00001
41089,39062  0,00002
41090,73438  0,00002
41092,08203  0,00002
41093,42578  0,00003
41094,77344  0,00000
41096,11719  0,00003
41097,46484  0,00001
41098,80859  0,00003
41100,15625  0,00002
41101,50000  0,00003
41102,84766  0,00001
41104,19141  0,00003
41105,53906  0,00000
41106,88281  0,00002
41108,23047  0,00000
41109,57812  0,00007
41110,92188  0,00000
41112,26953  0,00001
41113,61328  0,00001
41114,96094  0,00003
41116,30469  0,00001
41117,65234  0,00003
41118,99609  0,00001
41120,34375  0,00007
41121,68750  0,00001
41123,03516  0,00003
41124,37891  0,00003
41125,72656  0,00003
41127,07031  0,00005
41128,41797  0,00001
41129,76562  0,00004
41131,10938  0,00004
41132,45703  0,00002
41133,80078  0,00001
41135,14844  0,00001
41136,49219  0,00001
41137,83984  0,00001
41139,18359  0,00006
41140,53125  0,00001
41141,87500  0,00004
41143,22266  0,00001
41144,56641  0,00001
41145,91406  0,00001
41147,25781  0,00006
41148,60547  0,00000
41149,95312  0,00004
41151,29688  0,00000
41152,64453  0,00005
41153,98828  0,00001
41155,33594  0,00004
41156,67969  0,00001
41158,02734  0,00004
41159,37109  0,00000
41160,71875  0,00006
41162,06250  0,00000
41163,41016  0,00002
41164,75391  0,00001
41166,10156  0,00004
41167,44531  0,00000
41168,79297  0,00000
41170,13672  0,00001
41171,48438  0,00005
41172,83203  0,00002
41174,17578  0,00004
41175,52344  0,00003
41176,86719  0,00005
41178,21484  0,00003
41179,55859  0,00004
41180,90625  0,00002
41182,25000  0,00002
41183,59766  0,00002
41184,94141  0,00003
41186,28906  0,00004
41187,63281  0,00001
41188,98047  0,00006
41190,32422  0,00005
41191,67188  0,00003
41193,01562  0,00002
41194,36328  0,00001
41195,71094  0,00001
41197,05469  0,00001
41198,40234  0,00002
41199,74609  0,00001
41201,09375  0,00000
41202,43750  0,00001
41203,78516  0,00006
41205,12891  0,00001
41206,47656  0,00001
41207,82031  0,00001
41209,16797  0,00003
41210,51172  0,00001
41211,85938  0,00002
41213,20312  0,00001
41214,55078  0,00005
41215,89844  0,00001
41217,24219  0,00005
41218,58984  0,00000
41219,93359  0,00003
41221,28125  0,00001
41222,62500  0,00006
41223,97266  0,00001
41225,31641  0,00003
41226,66406  0,00001
41228,00781  0,00005
41229,35547  0,00000
41230,69922  0,00003
41232,04688  0,00001
41233,39062  0,00001
41234,73828  0,00002
41236,08594  0,00004
41237,42969  0,00002
41238,77734  0,00002
41240,12109  0,00002
41241,46875  0,00001
41242,81250  0,00002
41244,16016  0,00002
41245,50391  0,00003
41246,85156  0,00002
41248,19531  0,00006
41249,54297  0,00005
41250,88672  0,00004
41252,23438  0,00003
41253,57812  0,00002
41254,92578  0,00003
41256,26953  0,00001
41257,61719  0,00000
41258,96484  0,00001
41260,30859  0,00003
41261,65625  0,00002
41263,00000  0,00002
41264,34766  0,00001
41265,69141  0,00006
41267,03906  0,00001
41268,38281  0,00001
41269,73047  0,00000
41271,07422  0,00000
41272,42188  0,00000
41273,76562  0,00006
41275,11328  0,00001
41276,45703  0,00006
41277,80469  0,00001
41279,14844  0,00001
41280,49609  0,00001
41281,84375  0,00003
41283,18750  0,00000
41284,53516  0,00001
41285,87891  0,00000
41287,22656  0,00001
41288,57031  0,00000
41289,91797  0,00001
41291,26172  0,00000
41292,60938  0,00001
41293,95312  0,00000
41295,30078  0,00003
41296,64453  0,00000
41297,99219  0,00002
41299,33594  0,00000
41300,68359  0,00000
41302,03125  0,00001
41303,37500  0,00001
41304,72266  0,00003
41306,06641  0,00002
41307,41406  0,00007
41308,75781  0,00005
41310,10547  0,00005
41311,44922  0,00003
41312,79688  0,00004
41314,14062  0,00004
41315,48828  0,00002
41316,83203  0,00003
41318,17969  0,00001
41319,52344  0,00004
41320,87109  0,00000
41322,21875  0,00005
41323,56250  0,00000
41324,91016  0,00002
41326,25391  0,00000
41327,60156  0,00005
41328,94531  0,00000
41330,29297  0,00004
41331,63672  0,00001
41332,98438  0,00004
41334,32812  0,00001
41335,67578  0,00005
41337,01953  0,00001
41338,36719  0,00001
41339,71094  0,00001
41341,05859  0,00001
41342,40234  0,00001
41343,75000  0,00005
41345,09766  0,00001
41346,44141  0,00007
41347,78906  0,00002
41349,13281  0,00005
41350,48047  0,00002
41351,82422  0,00006
41353,17188  0,00001
41354,51562  0,00001
41355,86328  0,00000
41357,20703  0,00000
41358,55469  0,00000
41359,89844  0,00001
41361,24609  0,00001
41362,58984  0,00000
41363,93750  0,00003
41365,28125  0,00004
41366,62891  0,00006
41367,97656  0,00005
41369,32031  0,00004
41370,66797  0,00006
41372,01172  0,00003
41373,35938  0,00006
41374,70312  0,00002
41376,05078  0,00005
41377,39453  0,00002
41378,74219  0,00000
41380,08594  0,00001
41381,43359  0,00002
41382,77734  0,00000
41384,12500  0,00004
41385,46875  0,00000
41386,81641  0,00003
41388,16406  0,00001
41389,50781  0,00005
41390,85547  0,00002
41392,19922  0,00001
41393,54688  0,00003
41394,89062  0,00003
41396,23828  0,00003
41397,58203  0,00000
41398,92969  0,00001
41400,27344  0,00002
41401,62109  0,00000
41402,96484  0,00002
41404,31250  0,00000
41405,65625  0,00001
41407,00391  0,00000
41408,35156  0,00002
41409,69531  0,00001
41411,04297  0,00003
41412,38672  0,00001
41413,73438  0,00004
41415,07812  0,00000
41416,42578  0,00003
41417,76953  0,00000
41419,11719  0,00009
41420,46094  0,00002
41421,80859  0,00002
41423,15234  0,00005
41424,50000  0,00005
41425,84375  0,00004
41427,19141  0,00000
41428,53516  0,00001
41429,88281  0,00010
41431,23047  0,00000
41432,57422  0,00002
41433,92188  0,00001
41435,26562  0,00003
41436,61328  0,00002
41437,95703  0,00003
41439,30469  0,00002
41440,64844  0,00002
41441,99609  0,00001
41443,33984  0,00001
41444,68750  0,00000
41446,03125  0,00001
41447,37891  0,00000
41448,72266  0,00003
41450,07031  0,00001
41451,41406  0,00000
41452,76172  0,00003
41454,10938  0,00003
41455,45312  0,00003
41456,80078  0,00000
41458,14453  0,00002
41459,49219  0,00004
41460,83594  0,00000
41462,18359  0,00003
41463,52734  0,00001
41464,87500  0,00004
41466,21875  0,00001
41467,56641  0,00002
41468,91016  0,00000
41470,25781  0,00001
41471,60156  0,00002
41472,94922  0,00004
41474,29688  0,00003
41475,64062  0,00005
41476,98828  0,00003
41478,33203  0,00006
41479,67969  0,00003
41481,02344  0,00004
41482,37109  0,00004
41483,71484  0,00006
41485,06250  0,00006
41486,40625  0,00001
41487,75391  0,00003
41489,09766  0,00002
41490,44531  0,00001
41491,78906  0,00000
41493,13672  0,00001
41494,48438  0,00000
41495,82812  0,00001
41497,17578  0,00007
41498,51953  0,00002
41499,86719  0,00005
41501,21094  0,00002
41502,55859  0,00006
41503,90234  0,00001
41505,25000  0,00005
41506,59375  0,00001
41507,94141  0,00001
41509,28516  0,00001
41510,63281  0,00001
41511,97656  0,00001
41513,32422  0,00005
41514,66797  0,00001
41516,01562  0,00004
41517,36328  0,00001
41518,70703  0,00004
41520,05469  0,00000
41521,39844  0,00005
41522,74609  0,00001
41524,08984  0,00002
41525,43750  0,00001
41526,78125  0,00005
41528,12891  0,00000
41529,47266  0,00004
41530,82031  0,00001
41532,16406  0,00002
41533,51172  0,00002
41534,85547  0,00003
41536,20312  0,00003
41537,54688  0,00003
41538,89453  0,00004
41540,24219  0,00006
41541,58594  0,00005
41542,93359  0,00004
41544,27734  0,00006
41545,62500  0,00000
41546,96875  0,00004
41548,31641  0,00001
41549,66016  0,00002
41551,00781  0,00002
41552,35156  0,00001
41553,69922  0,00003
41555,04297  0,00000
41556,39062  0,00001
41557,73438  0,00001
41559,08203  0,00000
41560,42969  0,00001
41561,77344  0,00001
41563,12109  0,00000
41564,46484  0,00001
41565,81250  0,00000
41567,15625  0,00003
41568,50391  0,00001
41569,84766  0,00001
41571,19531  0,00001
41572,53906  0,00006
41573,88672  0,00000
41575,23047  0,00006
41576,57812  0,00000
41577,92188  0,00000
41579,26953  0,00000
41580,61719  0,00001
41581,96094  0,00000
41583,30859  0,00006
41584,65234  0,00001
41586,00000  0,00002
41587,34375  0,00001
41588,69141  0,00003
41590,03516  0,00001
41591,38281  0,00001
41592,72656  0,00001
41594,07422  0,00002
41595,41797  0,00002
41596,76562  0,00003
41598,10938  0,00003
41599,45703  0,00006
41600,80078  0,00004
41602,14844  0,00003
41603,49609  0,00006
41604,83984  0,00001
41606,18750  0,00004
41607,53125  0,00000
41608,87891  0,00003
41610,22266  0,00003
41611,57031  0,00002
41612,91406  0,00004
41614,26172  0,00002
41615,60547  0,00002
41616,95312  0,00001
41618,29688  0,00004
41619,64453  0,00001
41620,98828  0,00005
41622,33594  0,00000
41623,67969  0,00003
41625,02734  0,00001
41626,37500  0,00006
41627,71875  0,00001
41629,06641  0,00003
41630,41016  0,00000
41631,75781  0,00005
41633,10156  0,00001
41634,44922  0,00006
41635,79297  0,00001
41637,14062  0,00001
41638,48438  0,00001
41639,83203  0,00003
41641,17578  0,00001
41642,52344  0,00001
41643,86719  0,00001
41645,21484  0,00005
41646,56250  0,00001
41647,90625  0,00000
41649,25391  0,00001
41650,59766  0,00003
41651,94531  0,00000
41653,28906  0,00001
41654,63672  0,00001
41655,98047  0,00002
41657,32812  0,00002
41658,67188  0,00005
41660,01953  0,00003
41661,36328  0,00003
41662,71094  0,00006
41664,05469  0,00001
41665,40234  0,00005
41666,75000  0,00001
41668,09375  0,00003
41669,44141  0,00004
41670,78516  0,00003
41672,13281  0,00006
41673,47656  0,00003
41674,82422  0,00004
41676,16797  0,00002
41677,51562  0,00004
41678,85938  0,00001
41680,20703  0,00001
41681,55078  0,00000
41682,89844  0,00004
41684,24219  0,00000
41685,58984  0,00002
41686,93359  0,00000
41688,28125  0,00005
41689,62891  0,00000
41690,97266  0,00005
41692,32031  0,00001
41693,66406  0,00004
41695,01172  0,00001
41696,35547  0,00005
41697,70312  0,00000
41699,04688  0,00004
41700,39453  0,00000
41701,73828  0,00006
41703,08594  0,00000
41704,42969  0,00001
41705,77734  0,00001
41707,12109  0,00005
41708,46875  0,00001
41709,81250  0,00005
41711,16016  0,00001
41712,50781  0,00002
41713,85156  0,00001
41715,19922  0,00001
41716,54297  0,00001
41717,89062  0,00005
41719,23438  0,00002
41720,58203  0,00003
41721,92578  0,00005
41723,27344  0,00002
41724,61719  0,00005
41725,96484  0,00002
41727,30859  0,00003
41728,65625  0,00007
41730,00000  0,00002
41731,34766  0,00002
41732,69531  0,00001
41734,03906  0,00003
41735,38672  0,00001
41736,73047  0,00001
41738,07812  0,00001
41739,42188  0,00007
41740,76953  0,00001
41742,11328  0,00002
41743,46094  0,00001
41744,80469  0,00003
41746,15234  0,00001
41747,49609  0,00004
41748,84375  0,00001
41750,18750  0,00004
41751,53516  0,00001
41752,88281  0,00003
41754,22656  0,00000
41755,57422  0,00003
41756,91797  0,00002
41758,26562  0,00002
41759,60938  0,00002
41760,95703  0,00001
41762,30078  0,00001
41763,64844  0,00004
41764,99219  0,00001
41766,33984  0,00003
41767,68359  0,00002
41769,03125  0,00001
41770,37500  0,00003
41771,72266  0,00006
41773,06641  0,00002
41774,41406  0,00001
41775,76172  0,00001
41777,10547  0,00004
41778,45312  0,00002
41779,79688  0,00002
41781,14453  0,00004
41782,48828  0,00003
41783,83594  0,00005
41785,17969  0,00004
41786,52734  0,00002
41787,87109  0,00002
41789,21875  0,00001
41790,56250  0,00002
41791,91016  0,00001
41793,25391  0,00001
41794,60156  0,00002
41795,94531  0,00005
41797,29297  0,00002
41798,64062  0,00001
41799,98438  0,00002
41801,33203  0,00005
41802,67578  0,00001
41804,02344  0,00005
41805,36719  0,00000
41806,71484  0,00003
41808,05859  0,00000
41809,40625  0,00004
41810,75000  0,00001
41812,09766  0,00002
41813,44141  0,00001
41814,78906  0,00003
41816,13281  0,00001
41817,48047  0,00003
41818,82812  0,00001
41820,17188  0,00004
41821,51953  0,00001
41822,86328  0,00001
41824,21094  0,00001
41825,55469  0,00001
41826,90234  0,00002
41828,24609  0,00001
41829,59375  0,00001
41830,93750  0,00006
41832,28516  0,00001
41833,62891  0,00002
41834,97656  0,00000
41836,32031  0,00003
41837,66797  0,00001
41839,01562  0,00002
41840,35938  0,00004
41841,70703  0,00003
41843,05078  0,00006
41844,39844  0,00005
41845,74219  0,00003
41847,08984  0,00002
41848,43359  0,00002
41849,78125  0,00003
41851,12500  0,00001
41852,47266  0,00004
41853,81641  0,00002
41855,16406  0,00003
41856,50781  0,00002
41857,85547  0,00005
41859,19922  0,00001
41860,54688  0,00000
41861,89453  0,00001
41863,23828  0,00002
41864,58594  0,00001
41865,92969  0,00000
41867,27734  0,00001
41868,62109  0,00003
41869,96875  0,00001
41871,31250  0,00001
41872,66016  0,00001
41874,00391  0,00001
41875,35156  0,00001
41876,69531  0,00003
41878,04297  0,00002
41879,38672  0,00000
41880,73438  0,00002
41882,07812  0,00001
41883,42578  0,00001
41884,77344  0,00003
41886,11719  0,00000
41887,46484  0,00003
41888,80859  0,00001
41890,15625  0,00003
41891,50000  0,00002
41892,84766  0,00007
41894,19141  0,00002
41895,53906  0,00001
41896,88281  0,00002
41898,23047  0,00000
41899,57422  0,00004
41900,92188  0,00004
41902,26562  0,00007
41903,61328  0,00005
41904,96094  0,00004
41906,30469  0,00001
41907,65234  0,00002
41908,99609  0,00006
41910,34375  0,00001
41911,68750  0,00004
41913,03516  0,00000
41914,37891  0,00004
41915,72656  0,00000
41917,07031  0,00001
41918,41797  0,00001
41919,76172  0,00004
41921,10938  0,00001
41922,45312  0,00000
41923,80078  0,00000
41925,14844  0,00002
41926,49219  0,00000
41927,83984  0,00003
41929,18359  0,00001
41930,53125  0,00000
41931,87500  0,00001
41933,22266  0,00003
41934,56641  0,00001
41935,91406  0,00001
41937,25781  0,00001
41938,60547  0,00002
41939,94922  0,00002
41941,29688  0,00002
41942,64062  0,00003
41943,98828  0,00001
41945,33203  0,00003
41946,67969  0,00003
41948,02734  0,00002
41949,37109  0,00000
41950,71875  0,00001
41952,06250  0,00006
41953,41016  0,00001
41954,75391  0,00000
41956,10156  0,00002
41957,44531  0,00002
41958,79297  0,00005
41960,13672  0,00005
41961,48438  0,00003
41962,82812  0,00002
41964,17578  0,00000
41965,51953  0,00005
41966,86719  0,00000
41968,21094  0,00002
41969,55859  0,00001
41970,90625  0,00001
41972,25000  0,00002
41973,59766  0,00006
41974,94141  0,00003
41976,28906  0,00004
41977,63281  0,00002
41978,98047  0,00002
41980,32422  0,00000
41981,67188  0,00004
41983,01562  0,00001
41984,36328  0,00003
41985,70703  0,00001
41987,05469  0,00003
41988,39844  0,00001
41989,74609  0,00001
41991,09375  0,00001
41992,43750  0,00004
41993,78516  0,00002
41995,12891  0,00002
41996,47656  0,00001
41997,82031  0,00004
41999,16797  0,00000
42000,51172  0,00001
42001,85938  0,00000
42003,20312  0,00000
42004,55078  0,00000
42005,89453  0,00003
42007,24219  0,00000
42008,58594  0,00001
42009,93359  0,00000
42011,28125  0,00004
42012,62500  0,00001
42013,97266  0,00002
42015,31641  0,00003
42016,66406  0,00003
42018,00781  0,00005
42019,35547  0,00005
42020,69922  0,00005
42022,04688  0,00003
42023,39062  0,00002
42024,73828  0,00005
42026,08203  0,00001
42027,42969  0,00000
42028,77344  0,00000
42030,12109  0,00004
42031,46484  0,00000
42032,81250  0,00000
42034,16016  0,00000
42035,50391  0,00001
42036,85156  0,00001
42038,19531  0,00004
42039,54297  0,00001
42040,88672  0,00003
42042,23438  0,00001
42043,57812  0,00005
42044,92578  0,00001
42046,26953  0,00001
42047,61719  0,00001
42048,96094  0,00002
42050,30859  0,00000
42051,65234  0,00003
42053,00000  0,00001
42054,34375  0,00004
42055,69141  0,00000
42057,03906  0,00002
42058,38281  0,00001
42059,73047  0,00004
42061,07422  0,00002
42062,42188  0,00005
42063,76562  0,00002
42065,11328  0,00002
42066,45703  0,00001
42067,80469  0,00003
42069,14844  0,00001
42070,49609  0,00004
42071,83984  0,00001
42073,18750  0,00001
42074,53125  0,00001
42075,87891  0,00003
42077,22656  0,00004
42078,57031  0,00004
42079,91797  0,00004
42081,26172  0,00001
42082,60938  0,00002
42083,95312  0,00007
42085,30078  0,00001
42086,64453  0,00001
42087,99219  0,00002
42089,33594  0,00004
42090,68359  0,00003
42092,02734  0,00001
42093,37500  0,00003
42094,71875  0,00002
42096,06641  0,00002
42097,41406  0,00002
42098,75781  0,00001
42100,10547  0,00001
42101,44922  0,00001
42102,79688  0,00003
42104,14062  0,00001
42105,48828  0,00000
42106,83203  0,00001
42108,17969  0,00002
42109,52344  0,00001
42110,87109  0,00002
42112,21484  0,00000
42113,56250  0,00000
42114,90625  0,00001
42116,25391  0,00004
42117,59766  0,00001
42118,94531  0,00001
42120,29297  0,00001
42121,63672  0,00003
42122,98438  0,00000
42124,32812  0,00005
42125,67578  0,00001
42127,01953  0,00005
42128,36719  0,00002
42129,71094  0,00001
42131,05859  0,00003
42132,40234  0,00006
42133,75000  0,00004
42135,09375  0,00005
42136,44141  0,00006
42137,78516  0,00002
42139,13281  0,00004
42140,47656  0,00000
42141,82422  0,00003
42143,17188  0,00007
42144,51562  0,00002
42145,86328  0,00004
42147,20703  0,00001
42148,55469  0,00003
42149,89844  0,00000
42151,24609  0,00003
42152,58984  0,00001
42153,93750  0,00001
42155,28125  0,00002
42156,62891  0,00000
42157,97266  0,00002
42159,32031  0,00002
42160,66406  0,00001
42162,01172  0,00002
42163,35938  0,00000
42164,70312  0,00001
42166,05078  0,00001
42167,39453  0,00002
42168,74219  0,00001
42170,08594  0,00001
42171,43359  0,00001
42172,77734  0,00002
42174,12500  0,00001
42175,46875  0,00000
42176,81641  0,00001
42178,16016  0,00005
42179,50781  0,00001
42180,85156  0,00003
42182,19922  0,00002
42183,54688  0,00003
42184,89062  0,00002
42186,23828  0,00002
42187,58203  0,00001
42188,92969  0,00002
42190,27344  0,00002
42191,62109  0,00006
42192,96484  0,00003
42194,31250  0,00005
42195,65625  0,00006
42197,00391  0,00000
42198,34766  0,00003
42199,69531  0,00003
42201,03906  0,00001
42202,38672  0,00002
42203,73047  0,00001
42205,07812  0,00007
42206,42578  0,00001
42207,76953  0,00000
42209,11719  0,00002
42210,46094  0,00001
42211,80859  0,00002
42213,15234  0,00001
42214,50000  0,00002
42215,84375  0,00004
42217,19141  0,00001
42218,53516  0,00004
42219,88281  0,00001
42221,22656  0,00002
42222,57422  0,00001
42223,91797  0,00002
42225,26562  0,00001
42226,60938  0,00004
42227,95703  0,00000
42229,30469  0,00003
42230,64844  0,00000
42231,99609  0,00006
42233,33984  0,00000
42234,68750  0,00005
42236,03125  0,00001
42237,37891  0,00001
42238,72266  0,00002
42240,07031  0,00004
42241,41406  0,00002
42242,76172  0,00000
42244,10547  0,00001
42245,45312  0,00001
42246,79688  0,00000
42248,14453  0,00003
42249,49219  0,00001
42250,83594  0,00005
42252,18359  0,00002
42253,52734  0,00004
42254,87500  0,00005
42256,21875  0,00001
42257,56641  0,00004
42258,91016  0,00003
42260,25781  0,00002
42261,60156  0,00001
42262,94922  0,00002
42264,29297  0,00007
42265,64062  0,00003
42266,98438  0,00001
42268,33203  0,00003
42269,67969  0,00003
42271,02344  0,00001
42272,37109  0,00004
42273,71484  0,00000
42275,06250  0,00001
42276,40625  0,00002
42277,75391  0,00002
42279,09766  0,00002
42280,44531  0,00003
42281,78906  0,00000
42283,13672  0,00003
42284,48047  0,00001
42285,82812  0,00003
42287,17188  0,00002
42288,51953  0,00003
42289,86328  0,00001
42291,21094  0,00003
42292,55859  0,00000
42293,90234  0,00002
42295,25000  0,00000
42296,59375  0,00007
42297,94141  0,00000
42299,28516  0,00001
42300,63281  0,00001
42301,97656  0,00003
42303,32422  0,00001
42304,66797  0,00002
42306,01562  0,00001
42307,35938  0,00007
42308,70703  0,00001
42310,05078  0,00003
42311,39844  0,00003
42312,74219  0,00003
42314,08984  0,00005
42315,43750  0,00001
42316,78125  0,00004
42318,12891  0,00004
42319,47266  0,00002
42320,82031  0,00001
42322,16406  0,00001
42323,51172  0,00001
42324,85547  0,00001
42326,20312  0,00006
42327,54688  0,00001
42328,89453  0,00004
42330,23828  0,00001
42331,58594  0,00001
42332,92969  0,00001
42334,27734  0,00006
42335,62500  0,00000
42336,96875  0,00004
42338,31641  0,00000
42339,66016  0,00005
42341,00781  0,00001
42342,35156  0,00004
42343,69922  0,00001
42345,04297  0,00005
42346,39062  0,00001
42347,73438  0,00006
42349,08203  0,00000
42350,42578  0,00002
42351,77344  0,00001
42353,11719  0,00004
42354,46484  0,00000
42355,81250  0,00000
42357,15625  0,00001
42358,50391  0,00005
42359,84766  0,00002
42361,19531  0,00004
42362,53906  0,00003
42363,88672  0,00005
42365,23047  0,00003
42366,57812  0,00004
42367,92188  0,00002
42369,26953  0,00002
42370,61328  0,00002
42371,96094  0,00003
42373,30469  0,00004
42374,65234  0,00001
42375,99609  0,00006
42377,34375  0,00005
42378,69141  0,00003
42380,03516  0,00002
42381,38281  0,00001
42382,72656  0,00001
42384,07422  0,00001
42385,41797  0,00002
42386,76562  0,00001
42388,10938  0,00000
42389,45703  0,00001
42390,80078  0,00006
42392,14844  0,00001
42393,49219  0,00001
42394,83984  0,00001
42396,18359  0,00003
42397,53125  0,00001
42398,87500  0,00002
42400,22266  0,00001
42401,57031  0,00005
42402,91406  0,00001
42404,26172  0,00005
42405,60547  0,00000
42406,95312  0,00003
42408,29688  0,00001
42409,64453  0,00006
42410,98828  0,00001
42412,33594  0,00003
42413,67969  0,00001
42415,02734  0,00005
42416,37109  0,00000
